"C_ID","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_MonthlyFamilyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_FirmSize","C_Industry","C_FinancialLiteracy","C_FinancialInstitution","C_PersonalFinancialAdvice","C_TotalVoluntarySuperContribution","App_Tenure","App_AverageDailySessionTime","App_FrequencyOfDecline","App_ContributionTriggerAmount","App_NumberoftimeContributionTriggerAmountChanged","App_RoundUpWholeAmount","App_ShowTutorial"
"afcca196-fc76-4a0f-9717-7d2348defc81",43,"P","F",11853,29633,"Y","M",2,"P","P","HAC","L","STG","Y",2727,15,25,"L",20,100,5,"Y"
"393cdfa0-acad-406f-b5f6-1a6edd12f7c3",21,"B","O",5569,5569,"N","O",7,"P","S","HAC","L","MEB","N",278,2,4,"H",10,43,1,"N"
"6069f04c-dd2c-4888-990d-8c8b38e182a0",26,"B","M",5439,5439,"N","O",6,"P","M","HOS","L","CBA","N",272,14,43,"H",10,48,1,"N"
"16ce12a3-8394-4975-a2de-d519c3741b6d",31,"H","F",11073,19931,"N","O",2,"C","M","THR","M","IOOF","N",0,28,33,"H",10,87,0,"N"
"49ccbf6a-ea49-4ac6-8966-7cc685af711a",54,"B","M",19905,19905,"Y","S",1,"P","S","IMT","H","STG","Y",3981,19,1,"L",10,82,1,"Y"
"677ab03c-09b9-491c-ab78-9995e5e56207",40,"B","F",12884,28345,"Y","O",0,"P","M","WHT","M","BWA","Y",644,30,48,"H",10,18,1,"N"
"2d4a9e83-7c0d-4812-82b2-493b0156f1f5",21,"B","F",4764,4764,"N","S",1,"C","M","WHT","L","IOOF","N",238,24,16,"H",20,71,1,"N"
"699cf265-dce0-4953-9979-c1050b05d696",56,"M","M",14588,32094,"Y","M",1,"P","S","EGW","M","PSP","Y",4698,27,13,"L",10,68,1,"Y"
"ff82d50d-9734-41a3-b53c-798fa11db1d3",20,"D","M",4859,9718,"N","O",7,"P","M","TNT","L","CTI","N",486,7,48,"H",10,50,1,"N"
"06b27d94-bb8c-4b46-9789-533d2f55d256",40,"D","F",15264,27475,"Y","S",2,"C","M","MAN","L","SUN","N",877,26,13,"H",10,98,1,"N"
"605fef07-b165-4470-99ae-ced973e9c6c5",48,"D","M",10873,10873,"Y","S",1,"P","S","EDU","M","RAMS","Y",2175,30,54,"L",10,36,1,"Y"
"09b2518d-f476-4449-b4b6-2746daaaa6d6",23,"H","M",11967,11967,"Y","S",1,"C","S","HAC","M","CBA","N",0,6,50,"H",0,8,0,"N"
"5b7e5c30-8bac-4c4b-a51e-e15bb2a79b95",46,"D","M",17394,17394,"Y","O",0,"C","M","TNT","H","BSA","Y",3479,22,14,"L",10,51,1,"Y"
"8197b981-0267-4fbe-a440-3783017d0d7f",59,"B","F",10135,25338,"Y","O",3,"C","P","FSS","M","CMC","Y",2027,27,20,"L",10,3,1,"Y"
"ff6d0032-b063-40da-8e09-d074791b01c5",54,"P","F",18885,18885,"Y","S",1,"P","S","HOS","H","PIB","Y",3777,22,54,"L",10,28,1,"Y"
"ae634238-3b56-484e-bd3c-be61a43cd790",59,"B","M",18098,18098,"Y","S",1,"C","P","HOS","M","WBC","Y",3620,22,3,"L",10,94,1,"Y"
"7fc84c92-7d66-4f61-af28-ec2af5928bbc",36,"B","M",6032,6032,"N","S",1,"C","S","TNT","L","CMC","Y",567,2,24,"H",10,13,1,"N"
"5276058a-5f33-4742-9f97-e719753883a5",59,"H","M",19969,19969,"Y","S",1,"P","M","MAN","H","PIB","Y",3994,11,16,"L",10,55,1,"Y"
"bc579e49-1f35-45e7-b222-6aedc2d2745c",36,"D","M",9835,24588,"N","M",3,"C","M","RET","H","DBL","Y",1584,3,15,"M",10,33,1,"N"
"8e9789e7-4cbd-4320-ba18-5363d06d0cb2",54,"B","M",11099,11099,"Y","O",0,"P","S","IMT","M","HSB","Y",2220,22,21,"L",10,26,1,"Y"
"227f0c07-2bae-485a-9399-38ab222d95a3",33,"D","F",7540,7540,"N","S",1,"C","S","HOS","L","BSA","N",377,10,51,"H",10,91,1,"N"
"3b7fc4d0-e22e-4239-9559-5fc345d96314",20,"B","O",5236,5236,"N","S",1,"C","S","WHT","L","CSP","N",262,17,43,"H",10,6,1,"N"
"2498c7f1-8520-4896-b045-3b008fb854cc",59,"D","M",8381,8381,"N","S",1,"C","M","AFF","M","UBS","N",1676,20,7,"M",10,87,1,"N"
"bc7b19ed-4b07-4c60-a67d-4cb73aee6874",49,"M","M",13124,32810,"Y","M",0,"C","P","HOS","M","AMPS","Y",4226,10,0,"L",10,62,1,"Y"
"3a9f4a71-a40b-4a7d-805b-a5a0c97b2df9",48,"H","F",12769,12769,"Y","S",1,"C","S","WHT","M","SUN","Y",2554,9,22,"M",10,99,1,"Y"
"61828a26-10bf-44f6-a62a-e21abf0242b3",53,"M","F",12093,26605,"Y","O",6,"P","M","EGW","M","MEB","Y",2419,22,60,"L",10,74,1,"Y"
"7443f05c-7f96-4c18-a864-cf7bab5992f2",50,"B","M",11497,11497,"Y","O",7,"P","P","EDU","M","AMPB","Y",2299,18,25,"L",10,49,1,"Y"
"6212a9d2-c029-42ef-aa62-fa531c1e271c",47,"D","F",17881,39338,"Y","M",5,"C","P","AFF","H","CTI","Y",4112,9,32,"L",10,13,1,"Y"
"2ce35a2c-5522-4de4-b25b-90686904bee7",57,"D","M",18020,18020,"Y","S",1,"C","P","AFF","H","HPL","Y",0,20,16,"H",0,73,0,"N"
"58a883f3-9d31-4e2f-ba1b-bcda9539ddcd",47,"D","M",13812,13812,"Y","S",1,"P","P","TNT","M","CSE","Y",2762,23,14,"L",10,88,1,"Y"
"cd8a47fb-f344-4214-9ff5-93a4ec49cf10",53,"D","F",16513,41283,"Y","M",3,"C","S","THR","M","ANZ","Y",3798,29,44,"L",10,87,1,"Y"
"316fd0c9-ae0b-46b5-96e6-1bbd7368a6f6",23,"B","M",4048,4048,"N","S",1,"C","P","FSS","L","BOM","N",502,10,8,"H",10,85,1,"N"
"ea1d4598-45ba-4ba8-b555-a2a6757529c2",58,"D","F",17921,17921,"N","S",1,"P","P","IMT","H","WBC","Y",3584,2,20,"L",10,39,1,"Y"
"fcddcd10-62fd-4356-bd86-3e31bb5af9f3",37,"D","F",8162,8162,"Y","O",0,"P","S","EDU","M","AMPB","N",816,16,7,"M",10,5,1,"N"
"f91d4e30-7158-4918-b3de-570c845f759f",20,"B","M",4221,8442,"N","S",6,"C","P","HAC","L","DBL","N",485,24,8,"H",10,3,1,"N"
"294e4257-e9b6-48ae-9aea-401c6f645b90",57,"M","F",17164,30895,"N","M",3,"P","M","FSS","H","BTS","Y",3948,16,30,"L",10,83,1,"N"
"6ccfbd30-e6a9-4c5c-a057-3bf1cdeca273",22,"M","M",5030,5030,"N","O",4,"P","P","HAC","L","FLY","N",552,23,6,"H",10,19,1,"N"
"b2f3a3b9-bc42-4cbc-8905-a7b5b1befc27",55,"M","F",12406,31015,"Y","O",5,"P","M","EDU","H","CUA","Y",2481,20,58,"L",10,42,1,"Y"
"a143b709-a60e-4046-b35c-e35751524116",24,"B","M",5377,5377,"N","O",7,"C","S","WHT","L","BWA","N",538,23,44,"H",10,3,1,"N"
"4185a0f4-8a66-457b-8d83-1551a5b356c3",31,"B","M",6225,6225,"N","S",1,"C","S","FSS","L","BTS","N",311,20,16,"H",10,47,1,"N"
"bfb8430c-9708-40e3-96a7-a491a05a432c",24,"D","F",5883,11766,"N","O",6,"C","S","TNT","H","MTP","N",588,12,29,"H",10,37,1,"N"
"b9421a98-928e-434f-b802-d25fb563657d",28,"B","F",5894,11788,"N","M",4,"P","M","HOS","L","ING","N",677,6,28,"H",10,63,1,"N"
"defc12af-59c3-41c1-b369-6659591db747",27,"B","F",5020,10040,"Y","O",3,"C","S","HOS","L","IOOF","N",502,30,27,"H",10,5,1,"N"
"8472edc5-f2a6-49fc-b9a5-c724f7cb4770",37,"B","F",8117,20293,"N","O",4,"C","P","MAN","M","BOM","N",0,8,58,"H",10,9,0,"N"
"23a87d81-cade-4f9b-ad2d-a972c4b35134",40,"D","M",8404,8404,"N","S",1,"C","M","THR","M","BTS","N",420,2,14,"H",10,65,1,"N"
"e9267efc-b82e-4e80-be76-902ab7389133",50,"M","F",13547,13547,"Y","S",1,"P","S","THR","M","SUN","Y",2709,16,12,"L",10,55,1,"Y"
"26e38c17-9d73-4043-97e9-6a8b89f0f4a0",57,"H","M",9911,9911,"N","O",3,"C","P","EGW","M","BBL","N",1982,22,60,"H",10,58,1,"N"
"6cc78859-bf46-4400-a285-e996c4c9976e",33,"D","M",6113,6113,"N","O",8,"P","M","WHT","L","DBL","N",306,3,52,"H",10,3,1,"N"
"fa444aa0-1e52-49ca-99e5-691d45621779",37,"D","F",6690,6690,"N","O",3,"C","S","THR","M","HSB","N",669,29,10,"H",10,42,1,"N"
"94afe9aa-6859-46da-8d89-9b656db57428",21,"D","M",4330,4330,"N","S",1,"C","M","RET","L","AMEX","N",433,12,45,"H",10,97,1,"N"
"04063f7a-6f84-42fc-9f00-034ec6801ada",24,"D","F",9250,20350,"N","O",4,"C","P","WHT","M","SUN","N",946,17,56,"H",10,68,1,"N"
"7a0ffaf4-d818-45f3-b7b0-e679ac3395f7",28,"H","M",4235,6353,"N","M",2,"P","P","THR","L","BTS","N",663,11,54,"H",20,19,2,"N"
"8434784f-fe0b-4f30-90ec-e456712ed7db",38,"D","M",6619,13238,"N","M",0,"P","P","THR","L","BSA","N",533,14,12,"H",10,39,1,"N"
"9015117d-88b9-4d8f-940a-d2faf26db1ce",40,"B","F",16551,41378,"Y","M",8,"C","M","WHT","H","STG","N",952,8,40,"M",10,55,1,"N"
"22f3a47a-f3d3-4e4e-a403-09933134fee6",34,"D","F",8824,8824,"Y","S",1,"C","M","THR","M","HAS","N",441,12,23,"H",10,19,1,"N"
"848f050e-eb71-4efc-a9b3-ee8e4b9371e6",38,"H","F",9500,23750,"N","O",8,"C","M","IMT","M","CBA","N",475,19,30,"H",10,41,1,"N"
"bd9940b0-78ff-4308-bbdc-b4d810866215",36,"D","M",9809,24523,"N","M",7,"C","P","HOS","L","CSE","Y",1579,19,10,"M",10,30,1,"N"
"e23fa67d-f671-4658-b666-e1914d4bef3a",52,"P","F",17750,44375,"N","O",6,"C","P","EDU","H","BTS","Y",3550,16,29,"L",10,70,1,"Y"
"05951b58-c956-4418-8233-b420348d59ec",20,"D","M",11884,21391,"Y","O",8,"C","M","IMT","M","HSB","N",0,7,52,"H",50,83,0,"N"
"4b2b49bd-03d6-4aaa-8573-8e7a1a4f99ee",30,"H","M",8327,8327,"N","O",5,"P","P","MAN","M","STG","N",416,25,29,"H",10,13,1,"N"
"b2f14fb2-693c-4391-bea6-50e6ab8b834c",53,"P","F",17935,17935,"Y","S",1,"C","S","EDU","L","FLY","Y",3587,27,12,"L",10,83,1,"Y"
"e035ed23-ae6c-47ec-b4ac-f7d5ed7e75b8",40,"D","F",18071,18071,"N","S",1,"P","P","HOS","H","WBC","Y",1807,27,17,"M",10,95,1,"N"
"c0a59f76-2b55-4267-991d-eaa459e21c75",59,"D","F",10618,10618,"Y","S",1,"P","P","WHT","M","BTS","Y",2124,30,7,"L",10,7,1,"Y"
"4efb6f3f-6c13-43fe-b79a-2f70d4ea1102",60,"P","M",16771,30188,"Y","M",6,"C","P","EGW","H","HAS","Y",5400,13,24,"L",10,49,1,"Y"
"c2ddecee-83a8-42a7-92b7-7fc213e64f61",56,"P","M",17236,17236,"Y","S",1,"C","M","MAN","M","BSA","Y",3447,7,10,"L",10,84,1,"Y"
"91c37d37-b003-43c1-8a8f-172836793fc5",23,"D","M",4491,4491,"N","O",2,"P","S","FSS","L","MEB","Y",449,14,44,"H",10,67,1,"N"
"f5f5d1b7-3519-4373-8a6e-7c5f4d3312e2",44,"B","F",19428,48570,"N","O",4,"C","P","MAN","H","MLC","Y",0,25,25,"H",0,83,0,"N"
"d9866b7e-db06-4cf7-ad97-2af5f25c55e6",37,"H","M",9817,9817,"N","O",5,"C","M","AFF","M","PSP","Y",982,16,10,"M",10,99,1,"N"
"71024906-82cf-4978-b933-ae225342a7d1",30,"H","F",6051,6051,"N","S",1,"C","P","IMT","L","MBL","N",303,15,3,"H",10,57,1,"N"
"5dd7939c-8816-489d-bab9-b2ea83a0f2c2",26,"B","F",4658,7919,"N","M",1,"C","S","EDU","L","BQL","N",728,3,60,"H",10,31,5,"N"
"ae4071f4-754c-4d34-863f-6bd7f61529ee",42,"D","F",16052,16052,"Y","S",1,"C","S","WHT","M","FLY","Y",3210,17,24,"L",10,8,1,"Y"
"46741bba-b4e0-4a31-a918-4a32414d6321",57,"B","M",16461,16461,"Y","S",1,"C","M","IMT","H","HPL","Y",3292,10,40,"L",10,92,1,"Y"
"c85c5bfa-2bfe-4c6f-8e81-a76c5ac87f85",58,"D","M",18142,45355,"Y","M",3,"C","S","MAN","H","BWA","Y",5841,19,49,"L",10,95,1,"Y"
"8e5c2cb9-9989-460a-bb7b-fa9f703de0f8",52,"B","F",10763,10763,"Y","S",1,"C","M","FSS","M","MTP","Y",2153,17,18,"L",10,22,1,"Y"
"67d9c00b-4d63-4f06-b8fd-f87e5538e6d0",52,"M","F",16441,36170,"Y","M",2,"P","S","HOS","H","NAB","Y",3781,21,30,"L",10,27,1,"Y"
"7646536b-551d-4497-850f-3ff70543148a",60,"M","M",15702,15702,"Y","O",4,"C","M","IMT","H","WBC","Y",3140,15,14,"L",50,65,1,"Y"
"a1337d3a-9e61-4034-9774-10984bd215d0",42,"B","F",14269,35673,"Y","M",4,"C","P","WHT","M","CBA","N",2461,6,0,"L",10,95,1,"Y"
"c96bb274-3476-4bfb-bbf3-8f0650a449d9",42,"P","F",14186,35465,"Y","M",0,"C","M","IMT","M","CMC","Y",3263,9,29,"L",10,86,1,"Y"
"45717d97-12a4-4a4d-ae31-36acda4804cd",44,"M","F",11552,20794,"Y","O",8,"C","P","RET","M","MTP","Y",578,18,46,"H",10,37,1,"N"
"fd40a9b7-21b1-4b9d-bd62-52ef43b65e0e",52,"B","F",16532,16532,"N","O",4,"C","M","EDU","M","MEB","Y",3306,12,31,"L",10,85,1,"Y"
"bbd7ae97-4456-492b-95c6-d3c29f4c1c86",54,"D","M",12195,12195,"Y","O",0,"P","S","THR","M","CMC","Y",2439,12,27,"L",10,66,1,"Y"
"d5528508-16ef-452f-b709-4428f54189a0",21,"B","M",4469,4469,"N","O",7,"C","S","THR","L","CSP","N",447,26,15,"H",10,98,1,"N"
"02dc2877-1361-48a4-a393-3111f2e639a1",37,"D","F",12544,22579,"N","S",7,"C","S","CON","M","BWA","Y",0,20,30,"H",10,31,0,"N"
"64f4c3f0-6420-4e0f-b768-eac7ef2137e5",54,"H","F",13816,30395,"Y","M",2,"C","M","FSS","M","VFL","Y",3177,16,15,"L",10,22,1,"Y"
"126c851e-7249-476d-a772-14ddc602ebf8",24,"B","M",16629,29932,"Y","O",0,"C","P","IMT","H","WBC","N",831,28,58,"H",10,42,1,"N"
"072ceb5c-4a8a-4994-9e7a-c303b0b6e5df",37,"P","M",16177,16177,"N","S",1,"C","M","EGW","L","CBA","Y",0,5,24,"H",10,85,0,"N"
"c36e3b9d-432b-4e44-be7f-d39f5f052f8b",23,"B","F",5385,10770,"N","M",4,"P","M","RET","M","HPL","N",620,29,32,"H",10,35,1,"N"
"ed74b3de-f650-46d3-b3e4-570f3ee661cc",53,"D","M",11387,28468,"Y","S",5,"C","S","EGW","M","PSP","Y",0,25,40,"H",10,19,0,"N"
"8f859ac2-18fc-4bfc-aea9-d0a801261c20",26,"D","F",4662,9324,"N","O",3,"C","M","IMT","L","MBL","Y",633,5,0,"H",10,15,1,"N"
"dc47e054-3548-43c8-b26d-4acf3715fe23",21,"M","M",5509,11018,"Y","M",3,"P","S","MAN","L","BQL","N",887,2,19,"M",10,53,1,"N"
"c264c799-b9e9-42b2-870a-fe50f15b115f",23,"D","M",5306,5306,"N","S",1,"P","S","RET","L","MBL","N",531,25,9,"H",10,89,1,"N"
"7f7a942a-d052-40d0-835d-35e811c656bf",23,"B","M",4372,4372,"N","O",5,"C","M","EGW","L","RAMS","Y",0,15,32,"H",10,99,0,"N"
"3b32e4b0-6df7-4254-a87c-fb9b8422db5e",44,"B","F",19405,34929,"Y","M",5,"P","S","EGW","H","CMC","Y",1116,26,28,"M",10,29,1,"N"
"2d9ec58d-bcc1-4bc8-94bb-f2cff461befe",54,"D","M",10165,10165,"Y","S",1,"P","S","THR","M","NAB","Y",2033,18,18,"M",10,16,1,"Y"
"df7d6ef1-5857-4d36-9481-713e3f2e4e71",47,"D","M",10821,27053,"N","O",5,"C","M","IMT","M","DBL","Y",2164,9,8,"L",10,11,1,"Y"
"3d1a9fa1-fa2c-478d-b606-ec53500506e6",45,"D","M",10285,18513,"Y","M",2,"C","P","MAN","M","BQL","Y",828,11,45,"H",10,21,1,"N"
"e385df1a-c58a-41ef-bfe8-1a22fd11c487",58,"P","M",15526,38815,"Y","O",4,"C","P","CON","M","WBC","Y",3105,19,30,"L",10,53,1,"Y"
"3ffad85a-0e97-4d11-ae53-9864bc405b5c",47,"H","O",13411,13411,"Y","M",5,"P","S","IMT","M","HPL","Y",3084,4,21,"L",10,35,1,"Y"
"aa10f282-68df-48b7-8637-33c7e2bf0a9b",51,"B","F",16362,16362,"Y","S",1,"C","P","AFF","M","ING","Y",3272,20,42,"L",10,44,1,"Y"
"b1b694f8-4736-4ef1-ae19-6b4879532e7f",53,"P","M",19067,19067,"Y","O",4,"C","P","TNT","L","AMPB","Y",3813,16,14,"L",10,74,1,"Y"
"0921e6eb-a087-424f-969c-2bb03782e119",46,"B","F",7164,15761,"N","O",3,"C","S","TNT","L","RAMS","N",1433,15,49,"M",10,47,1,"N"
"bfcb8b9e-6e27-4daf-964e-e3496d542751",49,"D","F",17701,17701,"Y","S",1,"C","M","FSS","M","VFL","Y",3540,7,35,"L",10,16,1,"Y"
"83e4edd1-d750-42e2-93a4-9b4bc20567c5",57,"H","M",12995,12995,"Y","O",8,"C","P","FSS","M","CBU","Y",2599,4,6,"L",10,38,1,"Y"
"f9c0e930-466a-4d36-bc19-0599368c2740",47,"M","M",16855,16855,"N","S",1,"C","S","EDU","M","HAS","Y",3371,27,50,"L",10,22,1,"Y"
"1bea8138-0ede-46b3-a3d5-5c8636cc08a2",46,"D","F",9308,20478,"Y","O",2,"C","P","AFF","M","RAMS","Y",1862,2,35,"M",10,43,1,"N"
"c33e36ba-8fbb-46cb-91ac-a6c0d620e64e",27,"P","F",5712,5712,"N","S",1,"P","P","IMT","M","RAMS","N",571,24,60,"H",50,84,1,"N"
"7af8cc12-36b3-471f-a28b-0467d32d8b25",59,"B","F",10217,25543,"Y","O",6,"P","S","IMT","M","NAB","Y",2043,8,51,"L",10,94,1,"Y"
"86c2f667-5680-40fb-a6df-9782fc7a7498",52,"B","F",18326,45815,"Y","O",5,"C","P","IMT","H","MLC","Y",3665,5,49,"L",10,32,1,"Y"
"db44acea-e30e-4b6d-a532-c0f72fdbab9a",25,"P","M",4596,4596,"Y","O",8,"P","P","RET","L","RAMS","N",0,12,59,"H",10,91,0,"N"
"64b08499-1166-488f-8cbb-d00e4447a98c",55,"H","M",19704,43349,"Y","S",0,"P","M","AFF","H","MBL","Y",0,10,8,"H",50,8,0,"N"
"9622d5b8-28be-4bf3-af2d-5a78ac597408",59,"D","F",10637,26593,"Y","O",6,"P","S","WHT","M","STG","Y",1596,30,36,"M",10,83,1,"N"
"9700ded1-3621-4121-8f2f-2b53d900cc23",34,"D","F",8559,21398,"N","S",0,"C","M","IMT","M","FMC","N",492,12,41,"H",10,33,1,"N"
"d141b5c5-5e88-44be-947b-a5ca23215322",26,"D","M",5566,5566,"N","O",0,"P","S","HOS","L","MLC","N",557,16,46,"H",10,53,1,"N"
"9344a817-f34d-4063-9d1c-b3f285ee5bdf",39,"B","F",9349,23373,"N","O",3,"C","P","MAN","M","IOOF","N",0,9,7,"H",0,77,0,"N"
"a1d3b93c-82aa-474e-8ffd-733c072e66c1",51,"B","M",15813,15813,"Y","O",7,"C","M","HAC","H","HPL","Y",2372,30,40,"L",10,61,1,"Y"
"4b780980-d984-453e-91cc-74661b54c5e5",30,"B","M",8605,8605,"N","O",0,"C","M","CON","M","CUA","N",430,19,24,"H",10,27,1,"N"
"2aca4aef-ce60-4615-a2eb-7c25e964bd27",55,"B","F",16997,30595,"N","O",3,"P","S","IMT","H","ING","Y",3399,28,39,"L",10,22,1,"Y"
"a46a434e-6845-41ef-ac56-bcaab37c2ede",22,"H","F",4429,4429,"N","S",1,"C","M","EDU","L","HAS","Y",0,24,53,"H",0,20,0,"N"
"b8d0e988-9b14-4105-9cb3-124fc23051de",21,"H","M",5412,5412,"N","O",8,"P","M","MAN","L","DBL","N",0,6,16,"H",0,25,0,"N"
"944520ef-c92c-40f4-9a45-68314d309379",60,"B","M",10530,10530,"Y","S",1,"C","M","HAC","M","WST","N",1580,20,39,"M",10,34,1,"N"
"8ef80de3-1c0a-4bf2-95b4-dedd7ba0da2a",21,"D","F",4976,9952,"N","O",2,"P","S","RET","L","MEB","Y",249,5,24,"H",10,12,1,"N"
"8e0d5330-1b86-49c9-937a-e710a6e008a4",48,"B","M",12955,12955,"Y","O",8,"P","M","IMT","M","AMPS","N",2591,20,20,"L",10,64,1,"Y"
"3fbbf9dd-c6a2-4071-a25f-4815d2f2299b",57,"H","M",17661,17661,"Y","S",1,"C","P","CON","H","CSE","Y",0,27,22,"H",0,19,0,"N"
"72e27bf4-bbfd-4aa5-857c-5ea2e2504a91",40,"P","F",17893,44733,"Y","M",8,"C","M","HAC","H","HAS","Y",1029,19,5,"M",10,69,1,"N"
"5fedeb0a-e308-4dcd-9e06-bf0a8c5d696c",21,"D","M",4994,4994,"N","S",1,"P","P","EDU","L","UBS","N",0,26,30,"H",0,46,0,"N"
"bae29fc5-da90-464c-8228-c3f3bef1352a",36,"H","F",9192,9192,"N","S",1,"P","P","RET","L","CTI","Y",919,30,13,"M",10,89,1,"N"
"13896f88-1d94-457d-abe6-8211159c63cf",22,"P","F",6522,14348,"Y","O",1,"C","P","RET","L","VFL","N",656,26,6,"H",10,24,1,"N"
"f91c5440-cc7e-4a49-a29d-772a402d1b01",33,"P","F",7815,7815,"N","O",3,"C","P","CON","M","FMC","N",782,8,3,"H",10,67,1,"N"
"5f973921-b854-4ef2-a6e3-2943b3c4fc15",39,"H","M",6761,6761,"N","S",1,"P","M","AFF","L","NAB","N",338,9,58,"H",10,36,1,"N"
"c35096a6-ccf3-48ff-af22-83e7aed02191",46,"M","M",13419,33548,"Y","M",6,"C","S","CON","H","CTI","Y",4321,26,16,"L",10,87,1,"Y"
"25f413af-b05a-4921-a21f-8886ef52f3ef",24,"D","M",5254,5254,"Y","O",8,"C","S","WHT","L","VFL","N",263,23,10,"H",10,54,1,"N"
"62f38eb6-e418-4cfc-a0e1-2f7af098e46b",57,"D","M",18062,18062,"Y","O",4,"C","M","FSS","H","STG","Y",0,25,34,"H",0,24,0,"N"
"49ae3c14-ccb6-4cf6-8f70-4ea5755b6f03",49,"M","M",10959,10959,"Y","S",1,"P","M","IMT","M","MEB","Y",2192,18,4,"M",10,32,1,"Y"
"a7cf307d-1452-4f19-a4ec-d2a54af36e84",28,"H","F",5567,11134,"N","M",8,"C","P","MAN","L","MLC","Y",641,12,24,"H",10,37,1,"N"
"73ac68ee-c169-4c19-a2a8-3ff958cf705d",37,"H","M",8902,13353,"N","M",4,"P","S","WHT","M","DBL","N",716,2,32,"H",10,2,1,"N"
"0bf66c75-3708-4285-8cfe-7880438ee17c",52,"B","M",6716,14775,"N","M",1,"P","P","THR","L","UBS","N",2162,26,56,"M",10,66,1,"N"
"cab9520b-c19d-42e0-be96-6229ab760bba",56,"B","M",11850,11850,"Y","S",1,"P","S","EGW","M","UBS","Y",2370,8,35,"L",10,65,1,"Y"
"2729a416-9466-4a89-b633-5a7311eef363",58,"B","F",7174,7174,"Y","S",1,"C","S","EGW","L","AMPB","Y",1435,12,6,"M",10,73,1,"N"
"93e1a562-b700-4801-a0c4-d6fc8c6df67f",45,"M","F",19238,19238,"Y","S",1,"P","P","THR","H","HPL","N",2886,6,52,"L",10,22,1,"Y"
"f6c0d553-819f-4c43-95b9-778d0962630b",27,"M","M",5747,11494,"Y","O",5,"C","M","EDU","L","HAS","N",575,17,39,"H",10,54,1,"N"
"304066e9-095f-43a6-841d-8e107e3041e6",39,"D","M",7782,7782,"N","O",6,"C","P","HOS","L","HSB","N",389,24,40,"H",10,21,1,"N"
"059e3875-9e5e-49e4-a1c7-0a85f8f9a9a6",30,"D","F",13229,23812,"N","O",7,"C","M","HOS","L","BQL","N",661,27,12,"H",10,6,1,"N"
"ff05768a-6508-4b6c-8c30-4b1e0ae1b3ac",40,"H","F",12416,12416,"N","O",7,"C","P","THR","M","UBS","Y",1242,12,50,"M",10,93,1,"N"
"01c95af2-af21-4693-9d5d-75b96a40ee71",59,"B","M",19999,19999,"N","S",1,"P","M","FSS","H","CSE","Y",4000,3,47,"L",10,46,1,"Y"
"ad802b54-9e46-4171-8236-ced55ff01abc",31,"M","M",7949,7949,"N","S",1,"C","M","WHT","H","MBL","N",795,4,34,"H",10,59,1,"N"
"60d169d8-2aad-4387-9fad-5e714427a347",26,"B","M",4073,4073,"N","S",1,"P","P","THR","L","VFL","N",504,16,33,"H",10,34,1,"N"
"a23d51e4-47f1-4705-8ca6-26d7e7fe4a3b",57,"B","F",12927,12927,"Y","S",1,"C","P","RET","M","AMEX","N",1939,16,19,"M",10,42,1,"N"
"1fe3ae68-6792-46c0-9d7a-a39ceb83d85b",22,"B","M",4432,4432,"N","O",7,"C","P","MAN","L","CBU","N",222,10,59,"H",10,99,1,"N"
"46cd9529-9275-49d0-9039-9673545831da",30,"B","M",6811,14984,"N","S",3,"P","S","HOS","L","CSE","N",0,2,4,"H",10,59,0,"N"
"8b0360d3-4c3a-4e02-a554-1451785345dc",59,"D","M",13411,13411,"Y","O",3,"P","S","IMT","M","MBL","N",2682,10,22,"L",10,91,1,"Y"
"8bf26687-319f-4bf9-a79e-ac686055e89b",45,"B","M",17975,44938,"Y","M",4,"C","P","CON","H","MTP","N",1447,24,54,"M",10,33,1,"N"
"353a0e77-776e-4675-96e2-a74c2b8e32d9",39,"B","F",9721,9721,"N","S",1,"P","S","THR","M","STG","N",486,23,11,"H",10,75,1,"N"
"96600bbe-ec58-4355-9673-d1f1c386771b",40,"M","F",17023,42558,"Y","M",1,"C","M","IMT","H","BQL","N",979,27,57,"M",10,54,1,"N"
"b2ba42a3-f185-4994-b818-e95f737418fb",39,"M","M",7848,19620,"N","M",2,"C","M","HOS","M","HPL","N",1264,30,33,"M",10,25,1,"N"
"045acf9f-c80b-4947-ad34-6ceab815e9e3",44,"D","M",8653,19037,"Y","S",4,"C","S","TNT","M","WBC","N",0,2,22,"H",10,21,0,"N"
"6af28a9e-8672-427d-a402-f1cb186aa0bb",38,"B","M",9792,9792,"N","O",3,"P","P","MAN","M","PIB","Y",490,15,52,"H",10,55,1,"N"
"7dbca07f-2ce3-414f-a885-243ab5f37ddc",31,"B","M",6892,6892,"N","S",1,"P","M","THR","L","CSE","N",345,18,7,"H",10,12,1,"N"
"bbec0fc7-1a9c-46b7-94e3-929bb1c188e4",46,"P","M",15564,15564,"Y","O",0,"P","S","CON","L","CTI","Y",3113,16,33,"L",10,98,1,"Y"
"fbf46284-eb4b-4430-bf00-23ac37cc9141",59,"M","M",16910,16910,"Y","S",1,"C","S","FSS","M","DBL","Y",3382,25,19,"L",10,51,1,"Y"
"e51c711a-1637-45b0-ac57-bfa46759e0cf",24,"H","M",4436,8872,"Y","O",1,"P","S","AFF","L","BQL","N",444,15,17,"H",10,21,1,"N"
