"C_ID","C_TotalVoluntarySuperContribution","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_SalarySacrifice","C_FinancialLiteracy","C_PersonalFinancialAdvice","App_SatisfactionRating","App_Tenure","App_AverageDailySessionTime","App_ShowTutorial"
"7ea74578-1514-41f1-80d1-7c079ca5d569",2391,51,"B","M",11955,"Y","S",1,"C","Y","H","Y","H",16,15,"Y"
"b85e44ef-4a9a-4a03-974f-f79446fe0fd0",622,37,"P","M",4880,"N","S",1,"C","N","H","N","H",4,25,"N"
"842e894a-0aa7-48ae-b5f7-47a42f90ceef",137,20,"M","F",3079,"N","S",4,"P","Y","L","N","L",10,24,"N"
"92d74b79-49d6-4c16-881a-162ad4827934",2955,55,"P","M",17143,"Y","S",1,"P","Y","H","N","H",7,14,"Y"
"d35d7464-dc92-4036-9b89-e9e20f143be0",959,35,"M","F",6438,"N","M",2,"C","Y","L","N","L",2,27,"N"
"26146a7f-6eff-412c-8eeb-102003eb3184",125,25,"B","M",4531,"Y","S",1,"C","N","L","N","L",27,2,"N"
"7d456dce-9f98-4b6c-a1d9-821a5a3f1a84",746,26,"B","F",4229,"N","M",2,"P","Y","L","N","L",27,4,"N"
"46cf905a-9e9d-4a3f-8a9b-b9cc8b3330dc",699,36,"B","M",6757,"N","M",0,"C","N","L","N","L",26,38,"N"
"cd412417-4e5d-4659-b029-c69d398cdde0",46,21,"D","M",3778,"N","O",7,"C","N","L","N","L",18,30,"N"
"758bad4d-9dac-469b-979f-ae87c80e20af",2692,53,"M","M",13460,"Y","S",1,"C","Y","H","Y","H",22,21,"Y"
"6d3f70b7-af7f-41c7-b69f-8463d036f720",802,37,"P","M",7817,"N","M",0,"P","N","L","N","L",14,27,"N"
"428da441-43bd-4049-b5a9-1c0e01f1ef7f",2834,58,"P","M",14172,"Y","S",1,"P","N","H","Y","H",8,57,"Y"
"a2256a4e-f34d-4050-864c-fc15b427d0ee",2178,52,"B","F",12456,"Y","S",1,"C","Y","H","N","H",11,23,"Y"
"001b00c1-1594-4240-bfc9-aa3df94a74d9",37,42,"P","M",6331,"N","O",4,"C","N","M","N","L",2,18,"N"
"a9865b6b-8085-4016-bceb-aa6e76a71db9",2873,48,"B","F",14365,"Y","O",2,"C","Y","H","Y","L",5,15,"Y"
"2ec891ba-c678-4c6c-8bbb-472daed89a80",183,24,"D","F",4370,"N","S",0,"C","N","L","N","L",4,58,"N"
"5c54137e-48ab-4081-87c7-c9eb3d389399",225,29,"D","M",3286,"N","S",1,"C","N","L","N","L",26,14,"N"
"2cb9f20b-c502-4bd2-aac7-a9418ba5be9c",2602,52,"D","F",13010,"Y","S",1,"P","Y","H","Y","H",22,60,"Y"
"f5231957-b70b-425c-a535-7f69a8b6c24f",542,29,"B","M",2712,"N","M",8,"C","Y","L","N","L",16,26,"N"
"728d7a29-0cda-4119-adf4-cc646623df7e",793,45,"P","F",13112,"Y","S",1,"C","N","L","N","L",29,12,"N"
"c61c6e00-6b26-473b-81ad-266659037dba",514,27,"H","M",3681,"N","S",1,"C","Y","L","N","H",15,14,"N"
"8bcbfcf5-9aa0-42d0-9a06-25e65f921c7c",401,30,"B","F",5917,"N","O",5,"P","Y","L","N","L",12,55,"N"
"f4e2af48-ae64-49a7-b406-f9a5df265a5f",2590,60,"P","M",12950,"N","S",1,"P","N","M","Y","H",16,18,"Y"
"a594b82b-8e41-4c2f-90b6-ad111ccc0ed2",643,33,"B","F",4885,"N","S",1,"C","Y","L","N","H",12,44,"N"
"b0e83ab7-d941-46e4-bb88-f221772accbd",3069,47,"M","M",15344,"Y","O",5,"P","Y","H","Y","L",6,54,"Y"
"cb27a8d1-69fa-4aee-adc5-20bc2937afb6",2000,59,"M","M",10002,"Y","O",3,"P","Y","M","Y","H",20,40,"Y"
"c828f40b-93cf-49e1-881a-56787589461e",1443,38,"D","M",7216,"N","M",8,"C","Y","M","Y","H",11,35,"N"
"7bfe77a4-c4a7-488b-aa48-587c9d9f801b",552,35,"M","F",7418,"N","M",8,"C","Y","L","N","L",4,20,"N"
"e03167db-3c08-4ee5-9910-aa5e7836d243",3425,59,"B","M",17127,"Y","O",4,"P","Y","H","Y","H",17,58,"Y"
"0ead0be1-b9fb-44ac-be2f-b36484a422b2",41,21,"B","M",4002,"Y","S",8,"C","N","L","N","L",23,18,"N"
"edbbae33-1649-4df1-b837-491552c2dd12",97,35,"H","M",4134,"Y","S",0,"C","N","M","N","H",13,42,"N"
"97c72e64-0a51-4e1d-8b5e-61265e878efb",2877,47,"B","F",14383,"Y","M",2,"C","N","H","N","H",25,8,"Y"
"1e01f7e8-4d23-4b62-900f-bcd0877b30b0",467,38,"M","F",8084,"Y","S",1,"C","N","L","N","L",14,3,"N"
"aeb59001-d844-4b2f-b0e9-9118d14f1303",865,30,"B","M",6391,"N","S",1,"C","N","L","N","H",12,19,"N"
"a3d2d808-c65b-490b-b491-44317639a2c8",85,46,"B","F",8962,"Y","S",6,"C","N","L","N","H",5,19,"N"
"e23fa67d-f671-4658-b666-e1914d4bef3a",3046,52,"P","F",15230,"N","O",6,"P","N","H","Y","H",16,29,"Y"
"024a04a9-3680-487a-8e0f-cf7e58d3d9af",564,44,"D","F",4333,"N","O",5,"C","N","M","N","L",10,6,"N"
"4294d069-fb2a-4105-a353-0f6eb67d8311",836,40,"H","M",8309,"Y","M",0,"P","Y","L","N","L",14,24,"N"
"72e27bf4-bbfd-4aa5-857c-5ea2e2504a91",1029,40,"P","F",14333,"Y","M",8,"C","Y","M","N","L",19,5,"N"
"13896f88-1d94-457d-abe6-8211159c63cf",328,22,"P","F",5352,"Y","O",1,"C","N","L","Y","L",26,6,"N"
"35b7b7b0-f7c1-463b-a5f9-68fde701ec4f",3040,55,"D","M",15200,"Y","M",1,"P","N","H","Y","H",29,2,"Y"
"8f576e62-fe5a-4b5f-b787-969246c324ad",32,24,"D","M",6901,"N","O",1,"P","N","L","N","L",20,11,"N"
"2b97fbf6-62ae-4158-aa08-e51878f11563",416,30,"B","F",6143,"N","O",2,"C","N","L","N","L",14,45,"N"
"a1bb10dc-9436-41b1-9d0c-249e5a0d5bda",3069,58,"B","M",15343,"Y","O",7,"C","Y","H","Y","H",7,18,"Y"
"e3c6bf2e-a99d-486e-a285-6bf10c959a21",272,25,"P","F",2718,"N","M",8,"C","N","L","N","L",28,4,"N"
"9cd88c7d-ad9d-4fea-9cac-9443f21c3387",2533,51,"B","F",14415,"Y","O",3,"C","Y","H","N","H",2,46,"Y"
"cc411ca3-8268-4960-9dc2-1f9cffd8f345",3212,41,"M","M",16058,"Y","S",1,"P","Y","H","Y","H",2,7,"Y"
"304dbfb7-e9b7-45ef-8da4-d4ca01bee63d",3361,50,"D","F",16803,"Y","S",1,"P","Y","H","Y","H",5,7,"Y"
"b838c8f2-65c6-4569-a880-9b4e4f43cf99",1013,36,"P","M",5063,"N","M",6,"C","N","H","N","H",15,14,"N"
"c33b5aa7-f505-4a13-a5b7-890b333f7bab",88,42,"B","M",14688,"Y","S",0,"P","N","L","Y","L",3,12,"N"
"82f4e249-618d-4ca3-af5b-282b3f18a3a6",2017,56,"P","M",10087,"Y","S",1,"P","N","H","Y","H",20,46,"Y"
"f119eb77-ea41-4907-a988-7340c88b7aa8",3070,56,"B","F",15351,"N","M",5,"P","N","H","Y","H",16,23,"Y"
"864b27c3-5178-49e8-983e-a064861bc642",2165,57,"D","M",10825,"Y","O",1,"C","Y","H","Y","H",9,51,"Y"
"2808b89c-f617-41e9-8652-e6ec0cf3840e",600,40,"D","M",4813,"Y","O",2,"C","N","L","Y","L",2,25,"N"
"7d4993e4-2ff1-4f73-b6af-c994c43a8a2b",714,29,"B","F",3570,"N","M",4,"C","N","L","N","L",25,29,"N"
"f6f43861-7911-430f-91c1-4abdd3a79305",1602,51,"P","M",8009,"Y","S",1,"P","Y","M","Y","H",11,4,"Y"
"0372f493-68e2-4e18-9819-ae5d0bf87fde",35,39,"D","F",5296,"Y","O",4,"C","N","M","Y","L",5,48,"N"
"24b6d531-c4ab-4030-8c7c-9b1958b24072",561,35,"H","F",4238,"Y","M",8,"C","N","L","N","L",7,4,"N"
"f6cb4e82-2024-45e3-acb4-435ee85d8dd7",250,22,"M","F",2493,"Y","M",4,"C","Y","L","N","H",25,22,"N"
"85035277-ea5c-479f-af22-d64fa34b7114",2976,49,"P","M",14878,"Y","S",1,"P","Y","H","Y","H",2,37,"Y"
"6c4c39b3-c0ba-4daf-bb8e-d52a51006f03",2670,56,"D","F",13350,"Y","O",4,"C","N","H","Y","H",3,58,"Y"
"0bd52e4e-aee1-4afb-9d29-a6d86aff3519",409,21,"M","O",7979,"Y","S",1,"C","N","H","N","L",13,29,"N"
"0a98528a-364f-4239-a168-bcd59208d685",2022,53,"M","F",10111,"N","S",1,"P","N","M","N","H",27,36,"N"
"1eb1eb7b-a2cb-4596-96df-e459b78ab952",1390,59,"B","M",6949,"Y","O",5,"P","N","M","N","L",23,52,"N"
"04ced58d-cfad-4389-ad7a-a4e234b19f75",963,40,"D","M",4817,"Y","O",8,"P","N","M","N","L",21,26,"N"
"57de9d6f-db23-4b6b-9ee9-11e2ffd71008",234,28,"M","M",3385,"N","O",0,"C","N","L","N","L",22,46,"N"
"46218e61-6c46-482b-8472-8d3d26b54749",888,41,"P","M",14328,"Y","O",8,"P","N","L","N","L",11,11,"N"
"670706e3-73cc-440f-85c3-7b2895459876",2358,48,"H","M",11789,"Y","S",1,"C","Y","H","Y","H",28,19,"Y"
"25a85385-9183-4194-9196-6b423369810a",1172,50,"D","M",5859,"Y","O",5,"C","N","M","N","L",25,56,"N"
"23411274-2572-4184-8d08-e868fa95df95",935,49,"D","F",4673,"Y","S",1,"C","N","M","Y","L",25,39,"N"
"62e52640-35c5-4364-91eb-0fcf7831a400",298,29,"H","M",4355,"N","O",2,"C","N","L","N","L",16,48,"N"
"1eac90f7-00c4-481a-823e-469bc2835d2b",1010,52,"B","F",5052,"Y","M",0,"P","N","M","N","L",18,0,"N"
"b7b823c0-55c5-4bd3-9ff9-f0f0eb05a564",3481,56,"P","M",17405,"Y","S",1,"C","Y","L","Y","H",30,54,"Y"
"7999d88b-a17a-48b3-9b8c-7331b0b52cb7",456,30,"D","F",6732,"N","O",0,"P","N","L","N","L",28,42,"N"
"bd70bc80-a21b-4d33-aacb-50859fc7ad7b",3416,52,"B","F",17078,"Y","O",7,"C","Y","M","Y","L",7,34,"Y"
"5ddd59de-68f6-4f76-a0b1-6554e2ad988a",3383,53,"B","F",16913,"Y","S",1,"P","Y","H","Y","H",4,6,"Y"
"c4313a32-07d0-4dc5-8c8a-cc5132565ee5",2090,60,"M","M",10451,"Y","M",5,"C","N","M","Y","H",14,31,"Y"
"87f33336-5bff-445c-8b6b-85a8707f2b41",1560,40,"P","M",15530,"Y","M",1,"C","Y","M","Y","L",21,4,"N"
"f5f5d1b7-3519-4373-8a6e-7c5f4d3312e2",54,44,"B","F",15143,"N","O",4,"C","N","H","Y","H",25,25,"N"
"f39f5580-3f94-4470-b290-e21586a982b9",35,48,"B","M",9670,"Y","S",1,"C","N","M","Y","H",19,37,"N"
"01c95af2-af21-4693-9d5d-75b96a40ee71",1111,59,"B","M",5555,"Y","S",1,"P","Y","H","Y","H",3,47,"Y"
"731edf6b-5c20-407d-b896-37d3d8830b28",469,35,"D","M",7244,"N","O",5,"P","Y","L","N","L",21,49,"N"
"6e881088-ba02-45f2-b4ea-3dba866370fa",609,42,"B","M",9891,"Y","O",5,"C","Y","L","N","L",23,8,"N"
"55c80ddf-3a3b-44f9-bf7b-34dee5d021dc",2461,60,"P","F",12306,"Y","O",0,"C","Y","H","Y","H",28,28,"Y"
"ef2b6824-80d9-4733-af1a-67def5579a3e",323,24,"P","F",3223,"Y","M",5,"C","Y","M","N","L",8,40,"N"
"ab7e6306-d0b8-4aa9-912c-33b97b665d8a",290,21,"H","F",3827,"N","S",1,"P","Y","L","N","H",22,1,"N"
"6dff42b2-cc18-4a46-894a-950c90267076",1863,49,"M","M",9313,"Y","M",5,"C","Y","H","Y","H",23,15,"Y"
"ec30f8be-78be-43f9-8506-fd72d5550d51",2289,43,"M","M",11447,"N","O",1,"P","N","M","Y","H",2,15,"Y"
"147057e6-c10b-4c7c-898f-318236acf0d8",403,28,"H","O",4605,"Y","S",1,"C","N","L","N","L",8,56,"N"
"6c5a84f7-1a46-4ccd-80ef-6fa039e06cc0",332,27,"M","M",2954,"N","S",7,"C","N","L","N","L",12,4,"N"
"8da06ba5-1a42-4a73-801b-b6f6d1074601",418,34,"D","F",6397,"N","O",6,"P","Y","L","N","L",13,40,"N"
"c5f50031-c431-4a60-b147-962cc3fc9971",1039,31,"M","M",5195,"N","M",6,"P","N","L","N","H",10,0,"N"
"869f0381-3cf4-4312-8ec2-b05fb6416178",2325,52,"B","M",11627,"Y","M",3,"C","Y","H","Y","H",21,13,"Y"
"6bb09fa3-bf19-426a-ab99-8dda36926dbb",97,35,"D","M",5328,"N","O",1,"P","N","L","N","L",3,2,"N"
"77f3e209-f83e-47fc-a581-6ddcd8580a5b",123,23,"H","F",3334,"N","O",7,"C","Y","L","N","L",24,23,"N"
"5e6d17fb-d039-4786-8f5d-ff569e289775",63,58,"M","F",13436,"Y","O",7,"P","N","L","N","L",28,24,"N"
"ccc65454-2bec-4577-adab-3a4d63790a91",509,27,"B","F",3644,"N","S",1,"C","Y","L","N","L",4,44,"N"
"d198385e-0282-4f47-bdad-6479f5da2a40",2256,44,"M","M",11281,"Y","M",7,"P","Y","M","Y","H",5,56,"Y"
"1529f0a1-5663-4839-b1a6-80830eb6bcc5",2046,59,"P","M",10229,"N","M",2,"P","Y","H","Y","H",7,39,"N"
"3cb3b310-06c1-4b2f-b2cd-15340d0a4279",1932,47,"H","F",9658,"Y","O",8,"P","N","H","Y","H",28,7,"Y"
"5f45f712-2bfa-4a50-83ff-fce9878e528f",665,45,"P","F",10991,"Y","S",1,"C","N","L","N","L",14,0,"N"
"a1f12a6f-3264-4a44-b6cf-309ae783a3c1",312,36,"B","F",4853,"N","O",2,"C","Y","L","N","L",26,5,"N"
"e7772ed7-28bc-4fb3-a134-78cdefb94746",955,35,"M","F",5828,"Y","S",1,"C","Y","M","Y","L",6,53,"N"
"25a010ad-6988-43e4-b286-5ad0bfc78852",71,57,"D","F",6983,"Y","S",8,"C","N","L","Y","L",15,50,"N"
"afdf1d30-b325-4c5f-b294-b9ccacf83fa2",728,31,"P","M",5429,"N","S",1,"P","N","L","N","H",19,51,"N"
"2d097ac3-c28f-497c-8613-d2dcca6b72e2",2126,51,"D","M",10630,"Y","S",1,"P","N","H","Y","H",27,38,"Y"
"245a6524-3623-4a0c-bce5-cd903e300e71",853,49,"D","F",4267,"Y","O",2,"P","N","M","N","L",19,10,"N"
"f2d191f5-c309-4eac-b926-fd498a9bffbf",418,28,"H","F",2091,"N","M",3,"C","Y","L","N","H",26,12,"N"
"da0f567b-a8b8-429c-9413-fbc0089213cc",679,36,"B","F",5282,"N","S",1,"C","N","L","N","L",24,42,"N"
"b3afe807-d90d-459e-ab6e-2c7979ba6059",276,20,"M","F",3125,"N","M",4,"C","Y","L","N","H",6,28,"N"
"e79e9f68-ec2d-42d6-a759-f4c51f101bd3",398,28,"D","M",1990,"Y","S",1,"C","Y","L","N","H",16,19,"N"
"c6a84dcd-f3b0-4f22-9d79-0ac7e434a9de",1794,59,"B","M",8970,"Y","S",1,"P","Y","M","Y","L",17,1,"Y"
"b4b0818e-f9f1-464b-814b-6d494bad5185",2230,46,"B","M",11151,"Y","M",4,"P","N","H","Y","H",6,37,"Y"
"0579c3a1-f044-4f22-85bf-4edf37dc39cd",939,60,"H","M",4695,"Y","S",1,"P","N","M","Y","L",27,24,"N"
"de2bcf2d-434a-4161-9816-b4a9360ed8c6",1930,40,"P","F",15457,"N","S",1,"P","Y","H","Y","L",17,0,"N"
"bdf3e1d0-71ac-4ccb-85a9-1bba05319f7e",46,46,"B","F",8710,"Y","S",0,"P","N","H","Y","H",5,13,"N"
"4952f174-d929-4fbb-969f-281f21332be3",3233,46,"M","M",16165,"Y","S",1,"C","Y","H","Y","H",15,47,"Y"
"32b14699-2074-4b4e-b9fa-6d927cc94e65",118,21,"M","M",3120,"N","S",1,"C","N","L","N","L",12,54,"N"
"ea2108c4-2e93-4005-97ff-6cbfb6f6767a",700,35,"D","F",3863,"Y","O",7,"C","Y","L","N","H",17,60,"N"
"ea76ffa4-d133-415a-b4dd-b271f7c70a3f",2326,44,"B","F",11628,"Y","S",1,"P","N","M","Y","H",17,60,"Y"
"159d5020-3ee9-4237-826e-b6c5836f58e7",376,25,"M","F",7225,"Y","M",7,"C","N","L","N","L",6,16,"N"
"37f0ed3e-c43c-45dd-a41f-60cce6db0b88",1069,43,"B","M",10841,"N","M",8,"P","Y","M","N","L",15,50,"N"
"2403df5a-2381-4e7c-9427-83e820b13dbb",98,38,"D","M",5484,"Y","S",1,"C","N","L","Y","L",25,9,"N"
"e5aba4b8-2741-41c2-834d-1615ae5755d9",1456,45,"P","F",7282,"N","M",0,"P","Y","M","Y","H",3,56,"Y"
"7742df05-898d-4c6d-a1db-1008e598bc43",494,35,"D","M",7632,"N","S",1,"C","N","L","N","L",11,41,"N"
"e4d07468-5d3f-47e9-abd9-2f1ceff6553f",2682,43,"M","F",13410,"Y","O",7,"P","Y","M","Y","L",27,3,"Y"
"06e1aa2b-a936-4c13-8ee6-b375089af3d6",897,27,"H","M",4486,"Y","M",3,"C","N","L","N","L",24,19,"N"
"5f87b937-1734-4150-ba31-60a47cdad18f",2021,58,"B","F",10105,"Y","M",0,"C","Y","H","Y","H",10,25,"Y"
"981d3388-68c5-419b-8f30-7fce1d127944",1952,45,"B","F",10758,"Y","S",1,"P","Y","M","N","L",11,16,"N"
"0c11c662-7b5c-4eac-b143-d8f5a63c491a",96,38,"D","F",5834,"Y","S",3,"C","N","H","N","L",12,60,"N"
"dc1863cc-625e-4276-a683-2eef7039e880",1186,36,"P","M",5930,"Y","M",4,"C","Y","L","N","L",16,23,"N"
"d141b5c5-5e88-44be-947b-a5ca23215322",557,26,"D","M",3938,"N","O",0,"C","Y","L","N","L",16,46,"N"
"48e4ae83-14e9-4f9f-b0e9-10d7c9b97a7d",2171,50,"B","M",10856,"Y","S",1,"P","Y","H","Y","H",13,56,"Y"
"c95bde91-3d69-42b7-817c-479d383c090e",1154,31,"D","M",5772,"N","M",6,"C","Y","L","N","H",16,39,"N"
"49d15f3d-de97-4a1e-93a2-b5fd6b530a88",752,33,"H","M",7085,"N","M",2,"P","N","L","N","L",16,6,"N"
"35032f4d-243d-4b4f-a7d9-534ba8b188dc",2239,57,"H","F",11195,"Y","M",3,"P","Y","H","Y","H",17,57,"Y"
"fe72c3eb-6f38-4f61-8886-920b48422057",2452,54,"P","M",12260,"Y","O",7,"P","N","H","Y","H",18,51,"Y"
"13f38a94-9a61-44fc-b23c-0c9266de8a14",606,35,"P","F",5477,"Y","S",1,"C","N","L","N","L",9,20,"N"
"4252e986-f919-4a6f-813a-d57a3e6521a3",893,41,"P","M",14400,"Y","S",1,"P","N","L","N","L",15,38,"N"
"89e73113-6b28-43db-9552-aed10b03e024",452,34,"P","M",6926,"N","S",1,"P","Y","L","N","L",20,29,"N"
"2fe9c9ab-2467-46fa-9afd-4583a587e95a",87,52,"D","O",16460,"Y","S",6,"C","N","L","N","L",4,24,"N"
"0b1c2a90-9d61-42d3-81bf-61774e6de353",933,34,"M","F",7662,"Y","M",3,"C","N","H","N","L",2,3,"N"
"f1d7f074-7b1e-4fb0-9356-53964cef553a",236,22,"M","M",2356,"Y","O",8,"C","Y","L","N","H",26,11,"N"
"dccc9dfa-ca57-4eb6-b418-14720b921212",504,28,"P","M",3645,"N","O",6,"C","Y","L","N","L",28,18,"N"
"f6467cda-a10b-40e9-afe7-8af44411d5b4",2963,58,"M","M",14817,"Y","S",1,"P","Y","H","Y","L",12,50,"Y"
"886248d4-0de8-4284-ab14-685b14de3d0e",25,24,"M","M",5509,"N","S",1,"C","N","L","N","L",21,36,"N"
"c7de7606-0946-4e3c-a0f6-31cc72d0fad2",918,37,"P","F",7195,"N","O",8,"C","Y","M","Y","H",7,15,"N"
"ad6d52c2-0a46-42c9-9563-cbc1a939e3c6",590,27,"H","F",4223,"N","O",0,"P","Y","L","N","H",20,31,"N"
"5bef32f4-39af-4da7-825b-bfe7732581cb",32,30,"M","M",5150,"N","O",3,"P","N","L","N","L",13,40,"N"
"d0d18987-57cf-480d-bd3a-d9f1aa105b00",2035,49,"D","F",10175,"Y","O",3,"P","Y","M","Y","H",21,48,"Y"
"cf5a0ac9-6952-491a-9f04-e6dc4986057f",565,26,"B","F",3996,"N","O",1,"C","Y","L","N","L",19,57,"N"
"186293aa-c61d-4a37-88ef-0c224b41c3c7",1016,47,"P","F",5082,"N","S",1,"P","N","H","N","H",9,58,"N"
"ea2af615-6318-4c64-81dc-791e98b55dd2",751,38,"P","M",4352,"Y","O",2,"C","N","L","N","H",25,43,"N"
"72b45083-5d6a-4199-afc7-060445d454e7",2865,60,"M","F",14327,"Y","O",7,"C","Y","H","Y","H",2,22,"Y"
"1bdcc6ad-aeec-4e8a-8082-c4b67ce7126f",433,41,"D","F",6215,"Y","O",7,"C","N","L","N","L",27,8,"N"
"ed4a1836-bffa-4b70-8f1f-845f641e75ea",36,55,"B","M",10121,"Y","S",1,"C","N","M","Y","L",4,4,"N"
"49f07542-acf3-47e3-b409-6086b1318479",437,34,"H","M",6696,"N","S",1,"P","N","L","N","L",30,13,"N"
"27317293-fdde-4660-b88c-94bab0a9a630",261,22,"B","M",4350,"Y","M",1,"C","N","L","N","L",25,2,"N"
"144cbb79-6374-4432-8370-7e9fc2b8187e",52,54,"P","M",6711,"Y","S",7,"C","N","L","N","L",22,35,"N"
"d9866b7e-db06-4cf7-ad97-2af5f25c55e6",982,37,"H","M",7698,"N","O",5,"C","N","M","Y","L",16,10,"N"
"8e8d2e69-a3fe-4284-8820-d5fb5c73597a",360,30,"D","F",5320,"N","S",1,"C","Y","L","N","L",21,56,"N"
"ff9db117-129a-42fd-8837-97d466b6c4b6",504,37,"B","M",2519,"N","S",1,"C","Y","M","N","H",30,45,"N"
"64504e04-838e-4a09-99fa-a281506fa510",402,34,"M","M",6160,"N","O",2,"P","N","L","N","L",7,28,"N"
"6451f840-66c7-48c4-8258-312a496281e2",2611,54,"P","F",13053,"Y","O",4,"C","Y","H","Y","H",14,8,"Y"
"fcb903b1-0e98-4b33-9f09-67c7ca8f7d7a",903,39,"M","M",4793,"N","O",3,"C","Y","M","Y","H",3,31,"N"
"1e81c981-5d32-4895-aa70-a9c281667148",1151,51,"B","M",5755,"Y","O",2,"P","N","M","N","L",12,0,"N"
"de0751c1-d6c1-4f42-b86a-2d91562bec53",3135,43,"H","M",15675,"Y","M",6,"P","N","H","Y","H",13,1,"Y"
"7ac4102f-ebf3-4ed6-adbb-99e2e66fbcd4",2411,48,"P","F",12057,"Y","S",1,"P","N","H","Y","H",17,49,"Y"
"389e3a64-5055-4d43-9ff1-ada188a522b3",85,43,"P","F",10631,"N","S",5,"C","N","L","N","L",5,11,"N"
"e7e45e9f-eed8-4007-b7a3-2a8b56cba0ff",2199,58,"B","F",10994,"Y","M",0,"P","Y","M","Y","H",20,14,"Y"
"84e04207-65f5-4620-a5be-fd10e533c205",43,21,"D","M",2931,"N","S",1,"C","N","L","N","L",7,27,"N"
"8afb16eb-1bbf-4f7f-a0c6-cc4c7e772dc7",576,37,"D","M",5606,"N","M",0,"P","N","L","N","L",25,38,"N"
"09381d7a-28c3-495a-ab02-0602fd706ec4",477,30,"B","F",3770,"Y","O",5,"C","N","M","N","L",23,12,"N"
"3c626cbd-a280-48c5-8678-c722885af654",3028,55,"B","O",15140,"Y","S",1,"P","N","H","Y","H",9,10,"Y"
"5bad8c62-860c-4402-8c02-4deee9c7444c",322,28,"P","F",4045,"N","S",6,"C","N","L","N","L",10,59,"N"
"762a7e7b-b090-4d2c-8cba-8e91b261f9c9",945,41,"H","M",15242,"Y","O",7,"P","Y","L","N","L",28,3,"N"
"47e3cfa7-7826-4ecd-b3ee-0af006ebe698",43,52,"P","M",10896,"Y","S",5,"C","N","L","N","L",23,46,"N"
"7fef1acf-b5b6-49a1-afc6-25400cfc99e9",189,24,"B","M",5197,"N","S",1,"P","Y","L","N","L",6,27,"N"
"963834ff-e920-40c0-9942-0322ff3bc4c6",98,34,"D","F",7100,"N","S",1,"C","N","L","N","L",20,53,"N"
"a21f31a2-9c25-4ddd-950a-57eab9b9fb7c",2107,54,"B","F",12167,"Y","O",4,"P","N","H","N","H",16,42,"Y"
"808c70d5-d72b-4929-8d4d-bdf5578438a9",116,22,"B","F",3110,"N","S",1,"C","Y","L","N","L",24,53,"N"
"c264c799-b9e9-42b2-870a-fe50f15b115f",266,23,"D","M",3613,"N","S",1,"P","N","L","N","H",25,9,"N"
"b35bfb21-48cd-47a4-8f1c-ba495c4dc793",832,30,"H","M",6142,"N","S",1,"C","Y","L","N","H",28,10,"N"
"3304c88f-b6fc-4544-918d-790f805de4a4",219,24,"D","M",6047,"N","O",2,"C","N","L","N","L",5,21,"N"
"8434784f-fe0b-4f30-90ec-e456712ed7db",533,38,"D","M",5228,"N","M",0,"P","Y","L","N","L",14,12,"N"
"778c015f-9bf5-4837-960b-06b591e17752",2739,59,"H","M",13695,"Y","S",1,"C","Y","H","Y","H",11,23,"Y"
"d50d0e69-5e5e-45b4-9dbb-f5f4b07d010d",1781,58,"D","F",8907,"Y","M",4,"P","N","M","Y","H",17,15,"Y"
"a4c45791-555e-44ff-8a65-9d5d1f311431",210,22,"H","F",2809,"N","O",3,"C","N","L","N","H",7,55,"N"
"4063b1c9-68ba-4091-8a4f-d21e1d96df27",2865,54,"P","M",14324,"Y","S",1,"P","N","H","Y","H",19,49,"Y"
"30b262d7-7b79-4619-a3b6-5b7ac5163a9e",942,41,"B","M",15196,"N","S",1,"C","N","L","N","L",22,31,"N"
"d193a972-fb4d-4ecb-852c-80c1a1789bbe",882,33,"H","F",6697,"N","S",1,"C","N","L","N","L",27,42,"N"
"20a26657-7cb3-49c0-aeee-ece91c4904b1",1287,53,"B","M",6435,"Y","S",1,"P","N","M","N","L",24,36,"N"
"567e75e0-1c51-4801-aadd-362c99dc2617",1770,52,"H","M",8851,"Y","S",1,"C","Y","H","Y","H",15,36,"Y"
"04063f7a-6f84-42fc-9f00-034ec6801ada",473,24,"D","F",4988,"Y","O",4,"C","N","M","Y","L",17,56,"N"
"f22d23c9-4109-4e21-81e2-4ebf17167e3c",40,23,"D","M",2605,"N","S",3,"C","N","L","N","H",27,29,"N"
"efec010c-d09b-425c-82a9-fc6062723482",1678,51,"H","M",8391,"Y","M",0,"P","Y","M","Y","H",22,48,"Y"
"4f722283-fe9e-4526-b0b5-ed164c8dd772",232,26,"D","F",3276,"N","S",1,"C","N","L","N","L",24,14,"N"
"c390b4aa-91bf-4b94-8d66-1858275b2aff",649,36,"H","M",5049,"N","S",1,"P","Y","L","N","H",21,44,"N"
"5cda8756-ce9c-43fd-b6b6-a1baab0b70cf",1674,47,"P","F",8372,"Y","M",8,"P","Y","H","Y","H",18,57,"Y"
"63d7f65c-7944-4f8e-98d0-bc8c448882c1",278,26,"P","F",3939,"N","O",1,"P","N","L","N","L",11,25,"N"
"37d83ef9-aaa6-4206-918d-21be7e5e1f5d",116,24,"D","M",3190,"N","S",1,"C","Y","L","N","L",3,58,"N"
"b0791889-1745-46fe-9535-3b8c938413dc",2829,58,"M","F",14146,"Y","O",0,"C","Y","H","Y","H",12,9,"Y"
